Frame,Dev_mm_raw,Dev_mm_smooth
1175,0.000,0.000
1176,0.000,0.000
1177,0.000,0.000
1178,0.000,0.000
1179,0.000,0.000
1180,0.000,0.000
1181,0.000,0.000
1182,0.000,0.000
1183,0.000,0.000
1184,0.000,0.000
1185,0.000,0.000
1186,0.000,0.000
1187,0.000,0.000
1188,0.000,0.000
1189,0.000,0.000
1190,0.000,0.000
1191,0.000,0.000
1192,0.000,-0.042
1193,0.000,-0.294
1194,0.000,-0.799
1195,-0.294,-1.485
1196,-1.765,-2.270
1197,-3.531,-3.083
1198,-4.806,-3.895
1199,-5.492,-4.666
1200,-5.689,-5.226
1201,-5.689,-5.535
1202,-5.689,-5.661
1203,-5.689,-5.689
1204,-5.689,-5.689
1205,-5.689,-5.689
1206,-5.689,-5.689
1207,-5.689,-5.689
1208,-5.689,-5.689
1209,-5.689,-5.689
1210,-5.689,-5.689
1211,-5.689,-5.689
1212,-5.689,-5.682
1213,-5.689,-5.682
1214,-5.689,-5.682
1215,-5.640,-5.682
1216,-5.689,-5.682
1217,-5.689,-5.682
1218,-5.689,-5.682
1219,-5.689,-5.689
1220,-5.689,-5.689
1221,-5.689,-5.689
1222,-5.689,-5.689
1223,-5.689,-5.689
1224,-5.689,-5.689
1225,-5.689,-5.689
1226,-5.689,-5.689
1227,-5.689,-5.689
1228,-5.689,-5.689
1229,-5.689,-5.689
1230,-5.689,-5.689
1231,-5.689,-5.689
1232,-5.689,-5.689
1233,-5.689,-5.689
1234,-5.689,-5.689
1235,-5.689,-5.689
1236,-5.689,-5.689
1237,-5.689,-5.689
1238,-5.689,-5.689
1239,-5.689,-5.689
1240,-5.689,-5.689
1241,-5.689,-5.689
1242,-5.689,-5.689
1243,-5.689,-5.689
1244,-5.689,-5.689
1245,-5.689,-5.689
1246,-5.689,-5.689
1247,-5.689,-5.689
1248,-5.689,-5.689
1249,-5.689,-5.689
1250,-5.689,-5.689
1251,-5.689,-5.682
1252,-5.689,-5.675
1253,-5.689,-5.668
1254,-5.640,-5.668
1255,-5.640,-5.668
1256,-5.640,-5.668
1257,-5.689,-5.661
1258,-5.689,-5.668
1259,-5.689,-5.675
1260,-5.640,-5.682
1261,-5.689,-5.682
1262,-5.689,-5.682
1263,-5.689,-5.682
1264,-5.689,-5.689
1265,-5.689,-5.689
1266,-5.689,-5.689
1267,-5.689,-5.689
1268,-5.689,-5.689
1269,-5.689,-5.689
1270,-5.689,-5.689
1271,-5.689,-5.682
1272,-5.689,-5.675
1273,-5.689,-5.668
1274,-5.640,-5.661
1275,-5.640,-5.654
1276,-5.640,-5.647
1277,-5.640,-5.640
1278,-5.640,-5.640
1279,-5.640,-5.640
1280,-5.640,-5.640
1281,-5.640,-5.640
1282,-5.640,-5.640
1283,-5.640,-5.640
1284,-5.640,-5.661
1285,-5.640,-5.822
1286,-5.640,-6.249
1287,-5.787,-6.873
1288,-6.768,-7.622
1289,-8.631,-8.414
1290,-10.004,-9.199
1291,-10.887,-9.962
1292,-11.181,-10.586
1293,-11.132,-10.950
1294,-11.132,-11.118
1295,-11.132,-11.160
1296,-11.181,-11.160
1297,-11.181,-11.167
1298,-11.181,-11.174
1299,-11.181,-11.181
1300,-11.181,-11.181
1301,-11.181,-11.181
1302,-11.181,-11.181
1303,-11.181,-11.181
1304,-11.181,-11.181
1305,-11.181,-11.181
1306,-11.181,-11.181
1307,-11.181,-11.181
1308,-11.181,-11.181
1309,-11.181,-11.181
1310,-11.181,-11.181
1311,-11.181,-11.181
1312,-11.181,-11.181
1313,-11.181,-11.181
1314,-11.181,-11.181
1315,-11.181,-11.181
1316,-11.181,-11.181
1317,-11.181,-11.181
1318,-11.181,-11.181
1319,-11.181,-11.181
1320,-11.181,-11.181
1321,-11.181,-11.181
1322,-11.181,-11.181
1323,-11.181,-11.181
1324,-11.181,-11.181
1325,-11.181,-11.181
1326,-11.181,-11.181
1327,-11.181,-11.181
1328,-11.181,-11.181
1329,-11.181,-11.181
1330,-11.181,-11.181
1331,-11.181,-11.181
1332,-11.181,-11.181
1333,-11.181,-11.181
1334,-11.181,-11.181
1335,-11.181,-11.181
1336,-11.181,-11.181
1337,-11.181,-11.181
1338,-11.181,-11.181
1339,-11.181,-11.181
1340,-11.181,-11.181
1341,-11.181,-11.181
1342,-11.181,-11.181
1343,-11.181,-11.181
1344,-11.181,-11.181
1345,-11.181,-11.181
1346,-11.181,-11.181
1347,-11.181,-11.181
1348,-11.181,-11.181
1349,-11.181,-11.181
1350,-11.181,-11.181
1351,-11.181,-11.181
1352,-11.181,-11.181
1353,-11.181,-11.181
1354,-11.181,-11.181
1355,-11.181,-11.181
1356,-11.181,-11.181
1357,-11.181,-11.181
1358,-11.181,-11.181
1359,-11.181,-11.181
1360,-11.181,-11.181
1361,-11.181,-11.181
1362,-11.181,-11.181
1363,-11.181,-11.181
1364,-11.181,-11.181
1365,-11.181,-11.181
1366,-11.181,-11.181
1367,-11.181,-11.181
1368,-11.181,-11.181
1369,-11.181,-11.181
1370,-11.181,-11.181
1371,-11.181,-11.181
1372,-11.181,-11.181
1373,-11.181,-11.181
1374,-11.181,-11.181
1375,-11.181,-11.181
1376,-11.181,-11.174
1377,-11.181,-11.104
1378,-11.181,-10.838
1379,-11.132,-10.291
1380,-10.691,-9.612
1381,-9.318,-8.883
1382,-7.356,-8.155
1383,-6.424,-7.433
1384,-6.081,-6.768
1385,-6.081,-6.305
1386,-6.081,-6.116
1387,-6.032,-6.060
1388,-6.081,-6.053
1389,-6.032,-6.046
1390,-6.032,-6.039
1391,-6.032,-6.039
1392,-6.032,-6.039
1393,-6.032,-6.011
1394,-6.032,-5.948
1395,-6.081,-5.885
1396,-5.836,-5.822
1397,-5.591,-5.759
1398,-5.591,-5.696
1399,-5.591,-5.626
1400,-5.591,-5.591
1401,-5.591,-5.584
1402,-5.591,-5.577
1403,-5.591,-5.577
1404,-5.542,-5.577
1405,-5.542,-5.577
1406,-5.591,-5.577
1407,-5.591,-5.577
1408,-5.591,-5.584
1409,-5.591,-5.591
1410,-5.591,-5.591
1411,-5.591,-5.591
1412,-5.591,-5.591
1413,-5.591,-5.591
1414,-5.591,-5.591
1415,-5.591,-5.591
1416,-5.591,-5.591
1417,-5.591,-5.591
1418,-5.591,-5.591
1419,-5.591,-5.591
1420,-5.591,-5.591
1421,-5.591,-5.591
1422,-5.591,-5.591
1423,-5.591,-5.584
1424,-5.591,-5.577
1425,-5.591,-5.570
1426,-5.542,-5.563
1427,-5.542,-5.556
1428,-5.542,-5.549
1429,-5.542,-5.542
1430,-5.542,-5.542
1431,-5.542,-5.542
1432,-5.542,-5.542
1433,-5.542,-5.542
1434,-5.542,-5.542
1435,-5.542,-5.542
1436,-5.542,-5.542
1437,-5.542,-5.542
1438,-5.542,-5.542
1439,-5.542,-5.542
1440,-5.542,-5.542
1441,-5.542,-5.542
1442,-5.542,-5.542
1443,-5.542,-5.542
1444,-5.542,-5.542
1445,-5.542,-5.542
1446,-5.542,-5.542
1447,-5.542,-5.542
1448,-5.542,-5.542
1449,-5.542,-5.542
1450,-5.542,-5.542
1451,-5.542,-5.542
1452,-5.542,-5.542
1453,-5.542,-5.542
1454,-5.542,-5.542
1455,-5.542,-5.542
1456,-5.542,-5.542
1457,-5.542,-5.542
1458,-5.542,-5.542
1459,-5.542,-5.542
1460,-5.542,-5.542
1461,-5.542,-5.542
1462,-5.542,-5.542
1463,-5.542,-5.542
1464,-5.542,-5.542
1465,-5.542,-5.542
1466,-5.542,-5.542
1467,-5.542,-5.542
1468,-5.542,-5.542
1469,-5.542,-5.422
1470,-5.542,-5.156
1471,-5.542,-4.631
1472,-4.708,-3.965
1473,-3.678,-3.251
1474,-1.864,-2.536
1475,-0.883,-1.821
1476,-0.539,-1.226
1477,-0.539,-0.778
1478,-0.539,-0.588
1479,-0.539,-0.539
1480,-0.539,-0.539
1481,-0.539,-0.539
1482,-0.539,-0.539
1483,-0.539,-0.539
1484,-0.539,-0.539
1485,-0.539,-0.525
1486,-0.539,-0.448
1487,-0.539,-0.371
1488,-0.441,-0.294
1489,0.000,-0.217
1490,0.000,-0.140
1491,0.000,-0.070
1492,0.000,-0.014
1493,0.000,-0.021
1494,-0.049,-0.028
1495,-0.049,-0.035
1496,-0.049,-0.042
1497,-0.049,-0.049
1498,-0.049,-0.049
1499,-0.049,-0.049
1500,-0.049,-0.049
1501,-0.049,-0.049
1502,-0.049,-0.049
1503,-0.049,-0.049
1504,-0.049,-0.049
1505,-0.049,-0.049
1506,-0.049,-0.049
1507,-0.049,-0.049
1508,-0.049,-0.049
1509,-0.049,-0.049
1510,-0.049,-0.049
1511,-0.049,-0.049
1512,-0.049,-0.049
1513,-0.049,-0.049
1514,-0.049,-0.049
1515,-0.049,-0.049
1516,-0.049,-0.049
1517,-0.049,-0.049
1518,-0.049,-0.049
1519,-0.049,-0.049
1520,-0.049,-0.049
1521,-0.049,-0.049
1522,-0.049,-0.042
1523,-0.049,-0.035
1524,-0.049,-0.028
1525,0.000,-0.021
1526,0.000,-0.014
1527,0.000,-0.014
1528,0.000,-0.014
1529,0.000,-0.021
1530,-0.049,-0.028
1531,-0.049,-0.035
1532,-0.049,-0.042
1533,-0.049,-0.049
1534,-0.049,-0.049
1535,-0.049,-0.049
1536,-0.049,-0.049
1537,-0.049,-0.049
1538,-0.049,-0.042
1539,-0.049,-0.035
1540,-0.049,-0.028
1541,0.000,-0.021
1542,0.000,-0.014
1543,0.000,-0.007
1544,0.000,0.000
1545,0.000,0.000
1546,0.000,0.000
1547,0.000,0.000
1548,0.000,-0.007
1549,0.000,-0.014
1550,0.000,-0.021
1551,-0.049,-0.021
1552,-0.049,-0.028
1553,-0.049,-0.035
1554,0.000,-0.042
1555,-0.049,-0.042
1556,-0.049,-0.042
1557,-0.049,-0.042
1558,-0.049,-0.049
1559,-0.049,-0.049
1560,-0.049,-0.049
1561,-0.049,-0.063
1562,-0.049,-0.231
1563,-0.049,-0.659
1564,-0.147,-1.254
1565,-1.226,-2.004
1566,-3.040,-2.809
1567,-4.217,-3.615
1568,-5.296,-4.407
1569,-5.689,-5.044
1570,-5.689,-5.422
1571,-5.689,-5.633
1572,-5.689,-5.689
1573,-5.689,-5.689
1574,-5.689,-5.689
1575,-5.689,-5.689
1576,-5.689,-5.689
1577,-5.689,-5.689
1578,-5.689,-5.689
1579,-5.689,-5.689
1580,-5.689,-5.689
1581,-5.689,-5.689
1582,-5.689,-5.689
1583,-5.689,-5.689
1584,-5.689,-5.689
1585,-5.689,-5.689
1586,-5.689,-5.689
1587,-5.689,-5.689
1588,-5.689,-5.689
1589,-5.689,-5.689
1590,-5.689,-5.689
1591,-5.689,-5.689
1592,-5.689,-5.689
1593,-5.689,-5.689
1594,-5.689,-5.682
1595,-5.689,-5.682
1596,-5.689,-5.682
1597,-5.640,-5.682
1598,-5.689,-5.682
1599,-5.689,-5.682
1600,-5.689,-5.682
1601,-5.689,-5.689
1602,-5.689,-5.689
1603,-5.689,-5.689
1604,-5.689,-5.689
1605,-5.689,-5.689
1606,-5.689,-5.689
1607,-5.689,-5.689
1608,-5.689,-5.689
1609,-5.689,-5.682
1610,-5.689,-5.675
1611,-5.689,-5.668
1612,-5.640,-5.661
1613,-5.640,-5.654
1614,-5.640,-5.647
1615,-5.640,-5.640
1616,-5.640,-5.640
1617,-5.640,-5.640
1618,-5.640,-5.640
1619,-5.640,-5.640
1620,-5.640,-5.640
1621,-5.640,-5.640
1622,-5.640,-5.640
1623,-5.640,-5.640
1624,-5.640,-5.640
1625,-5.640,-5.640
1626,-5.640,-5.640
1627,-5.640,-5.640
1628,-5.640,-5.640
1629,-5.640,-5.640
1630,-5.640,-5.640
1631,-5.640,-5.647
1632,-5.640,-5.647
1633,-5.640,-5.647
1634,-5.689,-5.647
1635,-5.640,-5.647
1636,-5.640,-5.647
1637,-5.640,-5.647
1638,-5.640,-5.640
1639,-5.640,-5.640
1640,-5.640,-5.640
1641,-5.640,-5.640
1642,-5.640,-5.647
1643,-5.640,-5.654
1644,-5.640,-5.661
1645,-5.689,-5.668
1646,-5.689,-5.675
1647,-5.689,-5.682
1648,-5.689,-5.689
1649,-5.689,-5.689
1650,-5.689,-5.689
1651,-5.689,-5.689
1652,-5.689,-5.689
1653,-5.689,-5.696
1654,-5.689,-5.822
1655,-5.689,-6.172
1656,-5.738,-6.754
1657,-6.571,-7.468
1658,-8.141,-8.246
1659,-9.759,-9.023
1660,-10.691,-9.801
1661,-11.132,-10.460
1662,-11.132,-10.894
1663,-11.181,-11.097
1664,-11.181,-11.167
1665,-11.181,-11.174
1666,-11.181,-11.181
1667,-11.181,-11.181
1668,-11.181,-11.181
1669,-11.181,-11.181
1670,-11.181,-11.181
1671,-11.181,-11.181
1672,-11.181,-11.181
1673,-11.181,-11.181
1674,-11.181,-11.181
1675,-11.181,-11.181
1676,-11.181,-11.181
1677,-11.181,-11.181
1678,-11.181,-11.181
1679,-11.181,-11.181
1680,-11.181,-11.181
1681,-11.181,-11.181
1682,-11.181,-11.181
1683,-11.181,-11.181
1684,-11.181,-11.181
1685,-11.181,-11.181
1686,-11.181,-11.181
1687,-11.181,-11.181
1688,-11.181,-11.181
1689,-11.181,-11.181
1690,-11.181,-11.181
1691,-11.181,-11.181
1692,-11.181,-11.181
1693,-11.181,-11.181
1694,-11.181,-11.181
1695,-11.181,-11.181
1696,-11.181,-11.181
1697,-11.181,-11.181
1698,-11.181,-11.181
1699,-11.181,-11.181
1700,-11.181,-11.181
1701,-11.181,-11.181
1702,-11.181,-11.181
1703,-11.181,-11.181
1704,-11.181,-11.181
1705,-11.181,-11.181
1706,-11.181,-11.181
1707,-11.181,-11.181
1708,-11.181,-11.181
1709,-11.181,-11.181
1710,-11.181,-11.181
1711,-11.181,-11.181
1712,-11.181,-11.181
1713,-11.181,-11.181
1714,-11.181,-11.181
1715,-11.181,-11.181
1716,-11.181,-11.181
1717,-11.181,-11.181
1718,-11.181,-11.181
1719,-11.181,-11.181
1720,-11.181,-11.181
1721,-11.181,-11.181
1722,-11.181,-11.181
1723,-11.181,-11.181
1724,-11.181,-11.181
1725,-11.181,-11.181
1726,-11.181,-11.181
1727,-11.181,-11.181
1728,-11.181,-11.181
1729,-11.181,-11.181
1730,-11.181,-11.181
1731,-11.181,-11.181
1732,-11.181,-11.181
1733,-11.181,-11.181
1734,-11.181,-11.181
1735,-11.181,-11.181
1736,-11.181,-11.181
1737,-11.181,-11.181
1738,-11.181,-11.181
1739,-11.181,-11.181
1740,-11.181,-11.181
1741,-11.181,-11.181
1742,-11.181,-11.181
1743,-11.181,-11.181
1744,-11.181,-11.181
1745,-11.181,-11.181
1746,-11.181,-11.146
1747,-11.181,-10.957
1748,-11.181,-10.530
1749,-10.936,-9.899
1750,-9.857,-9.170
1751,-8.190,-8.442
1752,-6.768,-7.713
1753,-6.081,-7.020
1754,-6.081,-6.480
1755,-6.081,-6.179
1756,-6.081,-6.081
1757,-6.081,-6.081
1758,-6.081,-6.081
1759,-6.081,-6.081
1760,-6.081,-6.081
1761,-6.081,-6.081
1762,-6.081,-6.074
1763,-6.081,-5.997
1764,-6.081,-5.927
1765,-6.032,-5.857
1766,-5.542,-5.787
1767,-5.591,-5.717
1768,-5.591,-5.647
1769,-5.591,-5.584
1770,-5.591,-5.591
1771,-5.591,-5.591
1772,-5.591,-5.591
1773,-5.591,-5.591
1774,-5.591,-5.591
1775,-5.591,-5.591
1776,-5.591,-5.591
1777,-5.591,-5.591
1778,-5.591,-5.591
1779,-5.591,-5.591
1780,-5.591,-5.591
1781,-5.591,-5.591
1782,-5.591,-5.591
1783,-5.591,-5.591
1784,-5.591,-5.591
1785,-5.591,-5.591
1786,-5.591,-5.591
1787,-5.591,-5.591
1788,-5.591,-5.591
1789,-5.591,-5.591
1790,-5.591,-5.591
1791,-5.591,-5.591
1792,-5.591,-5.591
1793,-5.591,-5.591
1794,-5.591,-5.591
1795,-5.591,-5.591
1796,-5.591,-5.591
1797,-5.591,-5.591
1798,-5.591,-5.591
1799,-5.591,-5.591
1800,-5.591,-5.591
1801,-5.591,-5.591
1802,-5.591,-5.591
1803,-5.591,-5.591
1804,-5.591,-5.591
1805,-5.591,-5.591
1806,-5.591,-5.591
1807,-5.591,-5.591
1808,-5.591,-5.591
1809,-5.591,-5.591
1810,-5.591,-5.591
1811,-5.591,-5.591
1812,-5.591,-5.591
1813,-5.591,-5.591
1814,-5.591,-5.591
1815,-5.591,-5.591
1816,-5.591,-5.591
1817,-5.591,-5.591
1818,-5.591,-5.591
1819,-5.591,-5.591
1820,-5.591,-5.591
1821,-5.591,-5.591
1822,-5.591,-5.591
1823,-5.591,-5.591
1824,-5.591,-5.591
1825,-5.591,-5.591
1826,-5.591,-5.591
1827,-5.591,-5.591
1828,-5.591,-5.591
1829,-5.591,-5.591
1830,-5.591,-5.591
1831,-5.591,-5.591
1832,-5.591,-5.591
1833,-5.591,-5.591
1834,-5.591,-5.591
1835,-5.591,-5.591
1836,-5.591,-5.591
1837,-5.591,-5.591
1838,-5.591,-5.577
1839,-5.591,-5.429
1840,-5.591,-5.016
1841,-5.492,-4.435
1842,-4.561,-3.741
1843,-2.697,-3.026
1844,-1.520,-2.312
1845,-0.736,-1.611
1846,-0.588,-1.044
1847,-0.588,-0.743
1848,-0.588,-0.609
1849,-0.588,-0.588
1850,-0.588,-0.588
1851,-0.588,-0.588
1852,-0.588,-0.588
1853,-0.588,-0.588
1854,-0.588,-0.588
1855,-0.588,-0.539
1856,-0.588,-0.462
1857,-0.588,-0.385
1858,-0.245,-0.308
1859,-0.049,-0.231
1860,-0.049,-0.154
1861,-0.049,-0.077
1862,-0.049,-0.049
1863,-0.049,-0.049
1864,-0.049,-0.049
1865,-0.049,-0.049
1866,-0.049,-0.049
1867,-0.049,-0.049
1868,-0.049,-0.049
1869,-0.049,-0.049
1870,-0.049,-0.049
1871,-0.049,-0.049
1872,-0.049,-0.049
1873,-0.049,-0.049
1874,-0.049,-0.049
1875,-0.049,-0.049
1876,-0.049,-0.049
1877,-0.049,-0.049
1878,-0.049,-0.049
1879,-0.049,-0.049
1880,-0.049,-0.049
1881,-0.049,-0.049
1882,-0.049,-0.049
1883,-0.049,-0.049
1884,-0.049,-0.049
1885,-0.049,-0.049
1886,-0.049,-0.049
1887,-0.049,-0.049
1888,-0.049,-0.049
1889,-0.049,-0.049
1890,-0.049,-0.049
1891,-0.049,-0.049
1892,-0.049,-0.049
1893,-0.049,-0.049
1894,-0.049,-0.049
1895,-0.049,-0.049
1896,-0.049,-0.049
1897,-0.049,-0.049
1898,-0.049,-0.049
1899,-0.049,-0.049
1900,-0.049,-0.049
1901,-0.049,-0.049
1902,-0.049,-0.042
1903,-0.049,-0.042
1904,-0.049,-0.042
1905,0.000,-0.042
1906,-0.049,-0.042
1907,-0.049,-0.035
1908,-0.049,-0.035
1909,-0.049,-0.042
1910,0.000,-0.042
1911,-0.049,-0.042
1912,-0.049,-0.035
1913,-0.049,-0.035
1914,-0.049,-0.042
1915,0.000,-0.035
1916,-0.049,-0.028
1917,-0.049,-0.021
1918,0.000,-0.021
1919,0.000,-0.028
1920,0.000,-0.021
1921,-0.049,-0.014
1922,-0.049,-0.021
1923,0.000,-0.028
1924,0.000,-0.035
1925,-0.049,-0.028
1926,-0.049,-0.028
1927,-0.049,-0.035
1928,0.000,-0.042
1929,-0.049,-0.042
1930,-0.049,-0.042
1931,-0.049,-0.112
1932,-0.049,-0.378
1933,-0.049,-0.932
1934,-0.539,-1.653
1935,-1.864,-2.452
1936,-3.923,-3.258
1937,-5.100,-4.063
1938,-5.640,-4.799
1939,-5.689,-5.345
1940,-5.689,-5.598
1941,-5.689,-5.682
1942,-5.689,-5.689
1943,-5.689,-5.689
1944,-5.689,-5.689
1945,-5.689,-5.689
1946,-5.689,-5.689
1947,-5.689,-5.689
1948,-5.689,-5.689
1949,-5.689,-5.689
1950,-5.689,-5.689
1951,-5.689,-5.689
1952,-5.689,-5.689
1953,-5.689,-5.689
1954,-5.689,-5.689
1955,-5.689,-5.689
1956,-5.689,-5.689
1957,-5.689,-5.689
1958,-5.689,-5.689
1959,-5.689,-5.689
1960,-5.689,-5.689
1961,-5.689,-5.689
1962,-5.689,-5.689
1963,-5.689,-5.689
1964,-5.689,-5.689
1965,-5.689,-5.689
1966,-5.689,-5.689
1967,-5.689,-5.689
1968,-5.689,-5.689
1969,-5.689,-5.689
1970,-5.689,-5.689
1971,-5.689,-5.689
1972,-5.689,-5.689
1973,-5.689,-5.689
1974,-5.689,-5.689
1975,-5.689,-5.689
1976,-5.689,-5.689
1977,-5.689,-5.689
1978,-5.689,-5.689
1979,-5.689,-5.689
1980,-5.689,-5.689
1981,-5.689,-5.689
1982,-5.689,-5.689
1983,-5.689,-5.689
1984,-5.689,-5.689
1985,-5.689,-5.689
1986,-5.689,-5.689
1987,-5.689,-5.689
1988,-5.689,-5.689
1989,-5.689,-5.689
1990,-5.689,-5.689
1991,-5.689,-5.689
1992,-5.689,-5.689
1993,-5.689,-5.689
1994,-5.689,-5.689
1995,-5.689,-5.689
1996,-5.689,-5.689
1997,-5.689,-5.689
1998,-5.689,-5.689
1999,-5.689,-5.689
2000,-5.689,-5.689
2001,-5.689,-5.689
2002,-5.689,-5.689
2003,-5.689,-5.689
2004,-5.689,-5.689
2005,-5.689,-5.689
2006,-5.689,-5.689
2007,-5.689,-5.689
2008,-5.689,-5.689
2009,-5.689,-5.689
2010,-5.689,-5.689
2011,-5.689,-5.689
2012,-5.689,-5.689
2013,-5.689,-5.689
2014,-5.689,-5.689
2015,-5.689,-5.689
2016,-5.689,-5.689
2017,-5.689,-5.689
2018,-5.689,-5.689
2019,-5.689,-5.689
2020,-5.689,-5.689
2021,-5.689,-5.689
2022,-5.689,-5.696
2023,-5.689,-5.822
2024,-5.689,-6.165
2025,-5.738,-6.739
2026,-6.571,-7.447
2027,-8.092,-8.232
2028,-9.710,-9.016
2029,-10.642,-9.794
2030,-11.181,-10.453
2031,-11.181,-10.894
2032,-11.181,-11.104
2033,-11.181,-11.181
2034,-11.181,-11.181
2035,-11.181,-11.181
2036,-11.181,-11.181
2037,-11.181,-11.181
2038,-11.181,-11.181
2039,-11.181,-11.181
2040,-11.181,-11.181
2041,-11.181,-11.181
2042,-11.181,-11.181
2043,-11.181,-11.181
2044,-11.181,-11.181
2045,-11.181,-11.181
2046,-11.181,-11.181
2047,-11.181,-11.181
2048,-11.181,-11.181
2049,-11.181,-11.181
2050,-11.181,-11.181
2051,-11.181,-11.181
2052,-11.181,-11.181
2053,-11.181,-11.181
2054,-11.181,-11.181
2055,-11.181,-11.181
2056,-11.181,-11.181
2057,-11.181,-11.181
2058,-11.181,-11.181
2059,-11.181,-11.181
2060,-11.181,-11.181
2061,-11.181,-11.181
2062,-11.181,-11.181
2063,-11.181,-11.181
2064,-11.181,-11.181
2065,-11.181,-11.181
2066,-11.181,-11.181
2067,-11.181,-11.181
2068,-11.181,-11.181
2069,-11.181,-11.181
2070,-11.181,-11.181
2071,-11.181,-11.181
2072,-11.181,-11.181
2073,-11.181,-11.181
2074,-11.181,-11.181
2075,-11.181,-11.181
2076,-11.181,-11.181
2077,-11.181,-11.181
2078,-11.181,-11.181
2079,-11.181,-11.181
2080,-11.181,-11.181
2081,-11.181,-11.181
2082,-11.181,-11.181
2083,-11.181,-11.181
2084,-11.181,-11.181
2085,-11.181,-11.181
2086,-11.181,-11.181
2087,-11.181,-11.181
2088,-11.181,-11.181
2089,-11.181,-11.181
2090,-11.181,-11.181
2091,-11.181,-11.181
2092,-11.181,-11.181
2093,-11.181,-11.181
2094,-11.181,-11.181
2095,-11.181,-11.181
2096,-11.181,-11.181
2097,-11.181,-11.181
2098,-11.181,-11.181
2099,-11.181,-11.181
2100,-11.181,-11.181
2101,-11.181,-11.181
2102,-11.181,-11.181
2103,-11.181,-11.181
2104,-11.181,-11.181
2105,-11.181,-11.181
2106,-11.181,-11.181
2107,-11.181,-11.181
2108,-11.181,-11.181
2109,-11.181,-11.181
2110,-11.181,-11.181
2111,-11.181,-11.181
2112,-11.181,-11.181
2113,-11.181,-11.181
2114,-11.181,-11.181
2115,-11.181,-11.167
2116,-11.181,-11.062
2117,-11.181,-10.733
2118,-11.083,-10.158
2119,-10.446,-9.451
2120,-8.876,-8.722
2121,-7.160,-7.994
2122,-6.228,-7.279
2123,-6.081,-6.655
2124,-6.081,-6.256
2125,-6.081,-6.102
2126,-6.081,-6.081
2127,-6.081,-6.081
2128,-6.081,-6.081
2129,-6.081,-6.081
2130,-6.081,-6.081
2131,-6.081,-6.081
2132,-6.081,-6.025
2133,-6.081,-5.955
2134,-6.081,-5.885
2135,-5.689,-5.815
2136,-5.591,-5.745
2137,-5.591,-5.675
2138,-5.591,-5.605
2139,-5.591,-5.591
2140,-5.591,-5.591
2141,-5.591,-5.591
2142,-5.591,-5.591
2143,-5.591,-5.591
2144,-5.591,-5.591
2145,-5.591,-5.591
2146,-5.591,-5.591
2147,-5.591,-5.591
2148,-5.591,-5.591
2149,-5.591,-5.591
2150,-5.591,-5.591
2151,-5.591,-5.591
2152,-5.591,-5.591
2153,-5.591,-5.591
2154,-5.591,-5.591
2155,-5.591,-5.591
2156,-5.591,-5.591
2157,-5.591,-5.591
2158,-5.591,-5.591
2159,-5.591,-5.591
2160,-5.591,-5.591
2161,-5.591,-5.591
2162,-5.591,-5.591
2163,-5.591,-5.591
2164,-5.591,-5.591
2165,-5.591,-5.591
2166,-5.591,-5.591
2167,-5.591,-5.591
2168,-5.591,-5.591
2169,-5.591,-5.591
2170,-5.591,-5.591
2171,-5.591,-5.591
2172,-5.591,-5.591
2173,-5.591,-5.591
2174,-5.591,-5.591
2175,-5.591,-5.591
2176,-5.591,-5.591
2177,-5.591,-5.591
2178,-5.591,-5.591
2179,-5.591,-5.591
2180,-5.591,-5.591
2181,-5.591,-5.591
2182,-5.591,-5.591
2183,-5.591,-5.591
2184,-5.591,-5.591
2185,-5.591,-5.591
2186,-5.591,-5.591
2187,-5.591,-5.591
2188,-5.591,-5.591
2189,-5.591,-5.591
2190,-5.591,-5.591
2191,-5.591,-5.591
2192,-5.591,-5.591
2193,-5.591,-5.591
2194,-5.591,-5.591
2195,-5.591,-5.591
2196,-5.591,-5.591
2197,-5.591,-5.591
2198,-5.591,-5.591
2199,-5.591,-5.591
2200,-5.591,-5.591
2201,-5.591,-5.591
2202,-5.591,-5.591
2203,-5.591,-5.591
2204,-5.591,-5.591
2205,-5.591,-5.591
2206,-5.591,-5.591
2207,-5.591,-5.591
2208,-5.591,-5.492
2209,-5.591,-3.853
2210,-5.591,-3.342
2211,-4.904,-2.669
2212,5.885,-1.955
2213,-2.011,-1.240
2214,-0.883,-0.525
2215,-0.588,0.091
2216,-0.588,-0.834
2217,-0.588,-0.624
2218,-0.588,-0.581
2219,-0.588,-0.581
2220,-0.539,-0.574
2221,-0.588,-0.574
2222,-0.588,-0.567
2223,-0.539,-0.567
2224,-0.588,-0.553
2225,-0.539,-0.469
2226,-0.588,-0.385
2227,-0.441,-0.308
2228,0.000,-0.224
2229,0.000,-0.147
2230,0.000,-0.070
2231,0.000,-0.014
2232,0.000,-0.021
2233,-0.049,-0.028
2234,-0.049,-0.035
2235,-0.049,-0.042
2236,-0.049,-0.049
2237,-0.049,-0.049
2238,-0.049,-0.049
2239,-0.049,-0.042
2240,-0.049,-0.042
2241,-0.049,-0.035
2242,0.000,-0.028
2243,-0.049,-0.021
2244,0.000,-0.014
2245,0.000,-0.007
2246,0.000,-0.007
2247,0.000,0.000
2248,0.000,0.000
2249,0.000,0.000
2250,0.000,0.000
2251,0.000,0.000
2252,0.000,0.000
2253,0.000,0.000
2254,0.000,0.000
2255,0.000,0.000
2256,0.000,0.000
2257,0.000,0.000
